DB군,식품명,식품상세분류,1회제공량,내용량_단위,에너지(kcal),단백질(g),지방(g),탄수화물(g),나트륨(mg)
농축산물,시금치,채소류,100,g,29,3.35,0.39,4.86,23
농축산물,쌈추,채소류,100,g,25,3.07,0.23,4.29,29
농축산물,쑥,채소류,100,g,37,3.4,0.38,7.04,3
농축산물,쑥갓,채소류,100,g,15,1.93,0.17,2.35,145
농축산물,씀바귀,채소류,100,g,43,2.9,0.4,9.2,36
농축산물,아스파라거스,채소류,100,g,17,2.02,0.34,2.53,3
농축산물,아욱,채소류,100,g,37,3.08,0.31,7.64,37
농축산물,아주까리,채소류,100,g,287,36.8,3.1,48,50
농축산물,알로에,채소류,100,g,3,0.1,,0.7,13
농축산물,양배추,채소류,100,g,33,1.68,0.08,7.92,8
농축산물,양파,채소류,100,g,29,0.95,0.04,6.67,3
농축산물,양파 장아찌,채소류,100,g,85,1.59,0.05,20.99,"1,442"
농축산물,양하,채소류,100,g,13,0.6,0.1,2.8,1
농축산물,어수리,채소류,100,g,31,4.4,0.3,5,
농축산물,음나무,채소류,100,g,41,6.94,0.67,5.2,1
농축산물,엉겅퀴,채소류,100,g,267,22.4,1.6,55.6,7
농축산물,여주,채소류,100,g,22,1.28,0.36,4.48,0
농축산물,연근,채소류,100,g,62,1.07,0.08,14.41,6
농축산물,연근 조림,채소류,100,g,261,2.1,1.3,60.2,668
농축산물,아마란스,채소류,100,g,45,5.8,0.9,6.5,
농축산물,열무,채소류,100,g,14,2.08,0.21,1.99,48
농축산물,락교,채소류,100,g,83,1.4,0.2,29.3,2
농축산물,영아자,채소류,100,g,34,2.5,0.1,7.7,14
농축산물,오이,채소류,100,g,13,0.8,0,3.1,3
농축산물,오이지,채소류,100,g,10,0.63,0.12,2.1,"1,647"
농축산물,오크라,채소류,100,g,26,2.1,0.2,6.6,4
농축산물,옥수수,채소류,100,g,40,1.7,0.3,8.2,
농축산물,우엉,채소류,100,g,69,2.61,0.06,15.29,6
농축산물,울금,채소류,100,g,87,1.79,2.56,15.73,11
농축산물,울외장아찌,채소류,100,g,67,5.1,0.3,13.1,"3,487"
농축산물,원추리,채소류,100,g,35,3.55,0.36,6.48,1
농축산물,유채,채소류,100,g,78,3.4,4.6,6.8,5
농축산물,잇꽃,채소류,100,g,45,3.9,0.4,9,5
농축산물,자운영,채소류,100,g,40,4.6,0.6,6.6,
농축산물,잔대,채소류,100,g,79,2.1,0.2,18.6,8
농축산물,적양무,채소류,100,g,19,2.54,0.42,2.54,70
농축산물,전호,채소류,100,g,23,3.1,0.1,4.2,62
농축산물,제비쑥,채소류,100,g,35,4.5,0.7,5,
농축산물,조뱅이,채소류,100,g,47,4,0.2,10.1,
농축산물,줄나물,채소류,100,g,236,29.7,1.7,41.9,
농축산물,진달래꽃,채소류,100,g,26,1,0.1,6.3,17
농축산물,질경이,채소류,100,g,48,3,0.2,10.8,16
농축산물,참나물,채소류,100,g,39,3.5,0.4,7.6,4
농축산물,참반디,채소류,100,g,288,12.6,2.7,65.7,6
농축산물,참빗살나무,채소류,100,g,61,7.4,0.7,10.3,2
농축산물,가죽나물,채소류,100,g,48,5.8,0.39,8.59,3
농축산물,"참죽나물, 말린것",채소류,100,g,280,27.9,1,57,37
농축산물,청경채,채소류,100,g,10,1.41,0.09,1.64,17
농축산물,초석잠,채소류,100,g,76,2.3,0.56,17,1
농축산물,총각무,채소류,100,g,22,1.38,0.07,5.18,29
농축산물,취나물,채소류,100,g,53,4.2,0.3,11.3,38
농축산물,치커리,채소류,100,g,72,1.4,0.2,17.51,50
농축산물,케일,채소류,100,g,26,3.11,0.24,4.61,47
농축산물,콜라비,채소류,100,g,22,1.16,0.05,5.16,7
농축산물,콩나물,채소류,100,g,36,4.64,1.36,3.8,1
농축산물,콩잎,채소류,100,g,94,6.6,0.3,21,
농축산물,토란대,채소류,100,g,16,0.28,0.05,4.25,1
농축산물,토마토,채소류,100,g,19,1.03,0.18,4.26,2
농축산물,잎브로콜리,채소류,100,g,40,4.7,0.6,6.7,189
농축산물,파,채소류,100,g,29,1.2,0.2,6.7,17
농축산물,삼엽채,채소류,100,g,25,1.8,0.1,5.5,15
농축산물,파프리카,채소류,100,g,24,0.77,0.12,5.95,0
농축산물,미니파프리카,채소류,100,g,41,1.01,1.09,8.32,2
농축산물,피망,채소류,100,g,28,1.17,0.09,6.94,1
농축산물,할라페뇨,채소류,100,g,27,0.92,0.94,4.74,"1,671"
농축산물,해바라기,채소류,100,g,9,2.2,0.1,0.9,36
농축산물,호박,채소류,100,g,38,4.5,1.7,3.6,4
농축산물,국수호박,채소류,100,g,18,0.6,0.1,4.4,1
농축산물,늙은호박,채소류,100,g,38,0.88,0.17,8.49,1
농축산물,단호박,채소류,100,g,57,1.19,0.65,13.63,0
농축산물,애호박,채소류,100,g,22,1.07,0.09,5.14,0
농축산물,호박즙,채소류,100,g,21,0.64,0,4.73,0
농축산물,화살나무,채소류,100,g,96,4.77,0.84,21.59,1
농축산물,검은비늘버섯,버섯류,100,g,13,1.8,0.1,4.5,3
농축산물,꽃송이버섯,버섯류,100,g,19,1.11,0.39,7.35,1
농축산물,나도팽나무버섯,버섯류,100,g,16,2.4,0,5.7,14
농축산물,노루궁뎅이버섯,버섯류,100,g,13,2.57,0.41,2.89,2
농축산물,느타리버섯,버섯류,100,g,15,2.6,0.14,4.7,2
농축산물,능이버섯,버섯류,100,g,17,2.2,0.1,5.9,12
농축산물,동충하초,버섯류,100,g,27,5.56,0.38,7.07,23
농축산물,만가닥버섯,버섯류,100,g,19,2.5,0.34,6.34,2
농축산물,목이버섯,버섯류,100,g,13,0.79,0.19,5.22,10
농축산물,밤버섯,버섯류,100,g,17,2.9,0.9,3.5,
농축산물,버들송이버섯,버섯류,100,g,20,4.2,0.1,5.5,7
농축산물,뽕나무버섯,버섯류,100,g,195,27.7,6.9,54.4,5
농축산물,상황버섯,버섯류,100,g,179,4.4,0.27,84.58,33
농축산물,송이버섯,버섯류,100,g,21,2.05,0.15,8.12,1
농축산물,싸리버섯,버섯류,100,g,20,2.8,0.6,5.7,
농축산물,아위버섯,버섯류,100,g,26,3.53,0.4,8.56,6
농축산물,애느타리버섯,버섯류,100,g,16,4.2,0.1,3.5,7
농축산물,양송이버섯,버섯류,100,g,15,3.12,0.23,3.89,5
농축산물,영지버섯,버섯류,100,g,187,9.41,1.4,81.03,2
농축산물,잎새버섯,버섯류,100,g,13,2.2,0.5,3.29,1
농축산물,새송이버섯,버섯류,100,g,20,2.92,0.23,6.54,6
농축산물,팽이버섯,버섯류,100,g,21,2.41,0.51,7,3
농축산물,갈색팽이버섯,버섯류,100,g,21,3.06,0.6,6.13,5
농축산물,포타벨라,버섯류,100,g,16,3.3,0.1,4.6,10
농축산물,표고버섯,버섯류,100,g,31,3.9,0.38,10.84,3
농축산물,표고버섯 가루,버섯류,100,g,186,18.84,2.54,68.25,20
농축산물,풀버섯,버섯류,100,g,15,2.7,0.1,4.6,4
농축산물,감,과실류,100,g,59,0.5,0.1,16.9,1
농축산물,단감,과실류,100,g,51,0.41,0.04,13.66,0
농축산물,감말랭이,과실류,100,g,255,1.94,0.16,68.61,3
농축산물,곶감,과실류,100,g,214,1.93,0.08,57.45,1
농축산물,구기자,과실류,100,g,69,4.5,2.04,10.23,1
농축산물,구아바,과실류,100,g,33,0.6,0.1,9.9,3
농축산물,구즈베리,과실류,100,g,51,1,0.1,13.2,1
농축산물,귤,과실류,100,g,48,0.59,0.12,12.39,1
농축산물,금귤,과실류,100,g,73,1.19,0.13,18.77,5
농축산물,꾸지뽕,과실류,100,g,74,1.74,2.16,13.82,0
농축산물,다래,과실류,100,g,67,1.6,0.4,16.2,2
농축산물,대추,과실류,100,g,105,1.45,0.1,27.56,1
농축산물,대추야자,과실류,100,g,281,2.2,0.2,71.3,0
농축산물,두리안,과실류,100,g,140,2.3,3.3,27.1,0
농축산물,딸기,과실류,100,g,36,0.8,0.2,8.9,13
농축산물,라임,과실류,100,g,30,0.7,0.2,10.54,2
농축산물,"라즈베리, 생것",과실류,100,g,52,1.2,0.65,11.94,1
농축산물,"라즈베리, 냉동",과실류,100,g,56,1.15,0.81,12.55,4
농축산물,람부탄,과실류,100,g,82,0.65,0.21,20.87,11
농축산물,레몬,과실류,100,g,36,0.71,0.08,9.27,2
농축산물,레몬 과즙,과실류,100,g,24,0.4,0.2,8.6,2
농축산물,롱안,과실류,100,g,60,1.31,0.1,15.14,0
농축산물,리치,과실류,100,g,61,1,0.1,16.4,0
농축산물,마가목,과실류,100,g,115,1.3,0.8,25.5,
농축산물,망고 음료,과실류,100,g,28,0.04,0.01,7.71,9
농축산물,망고,과실류,100,g,57,0.54,1.14,12.56,0
농축산물,망고스틴,과실류,100,g,71,0.6,0.2,17.5,1
농축산물,매실,과실류,100,g,41,1.1,1.1,7.8,3
농축산물,매실청,과실류,100,g,213,0.23,0.18,52.72,1
농축산물,매실 절임,과실류,100,g,216,1.86,0.52,51.08,1
농축산물,머루,과실류,100,g,79,1.51,0.94,18.32,0
농축산물,멜론,과실류,100,g,21,0.5,0.1,5.1,13
농축산물,모과,과실류,100,g,78,0.7,0.4,20,2
농축산물,무화과,과실류,100,g,57,0.6,0.1,14.3,2
농축산물,바나나,과실류,100,g,77,1.11,0.2,20,0
농축산물,배,과실류,100,g,45,0.29,0.04,12.24,0
농축산물,배즙,과실류,100,g,52,0.3,0.5,13,35
농축산물,패션프루트,과실류,100,g,100,1.68,1.55,22.58,1
농축산물,버찌,과실류,100,g,60,1.7,0.1,14.9,1
농축산물,보리밥 ,과실류,100,g,354,18.5,1.3,68.5,
농축산물,복분자,과실류,100,g,88,1.52,2.2,17.96,4
농축산물,복숭아,과실류,100,g,48,1.8,0.7,10,3
농축산물,백도복숭아,과실류,100,g,49,0.59,0.04,13.1,0
농축산물,천도복숭아,과실류,100,g,32,0.93,0.05,7.85,0
농축산물,황도복숭아,과실류,100,g,49,0.4,0.04,13.03,2
농축산물,블랙베리,과실류,100,g,43,0.67,1.13,8.69,0
농축산물,블랙커런트,과실류,100,g,63,1.4,0.41,15.38,2
농축산물,블루베리,과실류,100,g,48,0.55,0.09,12.57,0
농축산물,비파,과실류,100,g,45,0.29,0.2,11.95,0
농축산물,사과,과실류,100,g,57,0.2,0.66,14.11,0
농축산물,아오리 사과,과실류,100,g,52,0.27,0.04,14.16,0
농축산물,산딸기,과실류,100,g,55,1.35,0.22,13.55,0
농축산물,산수유,과실류,100,g,112,0.87,2.82,23.83,3
농축산물,살구,과실류,100,g,30,1.2,0.05,7.12,1
농축산물,석류,과실류,100,g,77,0.29,0.2,20.71,1
농축산물,소귀나무,과실류,100,g,24,0.8,0.6,4.6,23
농축산물,수박,과실류,100,g,31,0.79,0.05,7.83,0
농축산물,애플수박,과실류,100,g,40,0.94,0.81,8.39,0
농축산물,산자나무,과실류,100,g,70,1,3.8,9.7,20
농축산물,아떼모야,과실류,100,g,73,1.2,0.1,19,2
농축산물,아로니아,과실류,100,g,60,0.82,0.21,15.41,0
농축산물,아보카도,과실류,100,g,160,2,14.66,8.53,7
농축산물,아세로라,과실류,100,g,36,0.7,0.1,9,7
농축산물,앵두,과실류,100,g,61,1.1,0.3,15.2,10
농축산물,엘더베리,과실류,100,g,73,0.66,0.5,18.4,6
농축산물,오디,과실류,100,g,56,0.8,0.4,14,1
농축산물,오렌지,과실류,100,g,47,0.92,0.16,11.81,2
농축산물,오렴자(카람볼라),과실류,100,g,30,0.7,0.1,7.5,1
농축산물,오미자,과실류,100,g,81,2.1,3.3,12.8,1
농축산물,올리브 절임,과실류,100,g,137,1.09,12.36,5.34,"1,625"
농축산물,용과,과실류,100,g,44,1,0.4,10.3,1
농축산물,유자,과실류,100,g,49,0.93,0.09,12.54,3
농축산물,으름,과실류,100,g,158,2,12.9,11.9,
농축산물,자두,과실류,100,g,26,0.5,0.6,5.3,1
농축산물,자몽,과실류,100,g,32,0.84,0.05,7.92,1
농축산물,잭프루트,과실류,100,g,95,1.72,0.64,23.25,2
농축산물,참외,과실류,100,g,45,1.33,0.04,11.23,3
농축산물,체리,과실류,100,g,67,1.59,0.06,16.9,1
농축산물,크랜베리,과실류,100,g,46,0.46,0.13,11.97,2
농축산물,키위,과실류,100,g,54,0.77,0.26,13.73,1
농축산물,탱자,과실류,100,g,84,1.3,1.5,18.5,2
농축산물,파인애플,과실류,100,g,53,0.46,0.04,14.32,0
농축산물,파파야,과실류,100,g,23,0.45,0.05,5.95,5
농축산물,포도,과실류,100,g,60,0.4,0.27,15.73,1
농축산물,플럼코트,과실류,100,g,47,0.61,1.05,9.97,0
농축산물,프루트샐러드,과실류,100,g,82,0.2,0.4,19.3,3
농축산물,프루트칵테일,과실류,100,g,75,0.19,0.03,18.52,1
농축산물,프루트펀치,과실류,100,g,48,0,0,11.97,10
농축산물,개구리고기,육류,100,g,75,16.1,0.4,0.7,69
농축산물,거위고기,육류,100,g,161,22.75,7.13,0,87
농축산물,고래고기,육류,100,g,111,26.5,0.5,0,78
농축산물,꿩고기,육류,100,g,124,27.5,0.8,0,70
농축산물,닭고기,육류,100,g,115,24,1.4,0.1,58
농축산물,닭가슴살,육류,100,g,106,22.97,0.97,0,45
농축산물,닭날개,육류,100,g,178,18.78,10.53,0,74
농축산물,닭다리,육류,100,g,190,18.59,11.83,0,62
농축산물,닭목,육류,100,g,342,15.05,29.58,0,59
농축산물,생닭,육류,100,g,180,19,10.6,0.1,66
농축산물,오골계,육류,100,g,138,19,6.1,0.1,80
농축산물,토종닭,육류,100,g,118,22,2.6,0.2,63
농축산물,닭 간,육류,100,g,116,18.8,3.9,0.1,92
농축산물,닭똥집,육류,100,g,84,16.87,1.41,0,42
농축산물,닭 육수,육류,100,g,12,1.3,0.7,0,13
농축산물,닭뼈 육수,육류,100,g,7,0.9,0.4,0,40
농축산물,닭꼬치,육류,100,g,252,16.5,12.2,19.1,410
농축산물,돼지고기,육류,100,g,203,19.45,12.84,0,50
농축산물,돼지고기 갈비,육류,100,g,236,17.77,17.06,0,64
농축산물,돼지고기 뒷다리,육류,100,g,135,20.88,4.97,0,48
농축산물,돼지고기 등심,육류,100,g,142,23.33,4.58,0,42
농축산물,돼지고기 목심,육류,100,g,227,17.21,16.36,0,51
농축산물,돼지고기 사태,육류,100,g,156,19.78,7.72,0,71
농축산물,삼겹살,육류,100,g,372,13.9,33.31,0,56
농축산물,갈매기살,육류,100,g,190,17.92,12.16,0,56
농축산물,돼지고기 등갈비,육류,100,g,237,17.88,17.19,0,52
농축산물,돼지고기 오돌삼겹,육류,100,g,325,17.12,26.89,0,102
농축산물,돼지고기 토시살,육류,100,g,141,20.46,5.82,0,59
농축산물,돼지고기 안심,육류,100,g,123,22.21,3.15,0,46
농축산물,돼지고기 앞다리,육류,100,g,159,20.21,7.87,0,51
농축산물,돼지고기 항정살,육류,100,g,307,17.98,24.52,0,50
농축산물,돼지고기 간,육류,100,g,134,21.39,3.65,2.47,87
농축산물,돼지고기 대장,육류,100,g,227,8.7,20.2,0,21
농축산물,돼지고기 맹장,육류,100,g,371,10.8,34.6,0,54
농축산물,돼지고기 머리고기,육류,100,g,279,20.6,20.3,0.2,448
농축산물,돼지고기 비장,육류,100,g,85,18,1,0,92
농축산물,돼지고기 곱창,육류,100,g,182,7.64,16.61,0,24
농축산물,돼지고기 신장,육류,100,g,110,16.7,3.7,1.2,114
농축산물,돼지고기 염통,육류,100,g,118,17.27,4.36,1.33,56
농축산물,돼지고기 오소리감투,육류,100,g,112,17.3,4.1,0,121
농축산물,돼지고기 자궁,육류,100,g,73,15.4,0.8,0,195
농축산물,족발,육류,100,g,212,23.16,12.59,0,132
농축산물,돼지고기 직장,육류,100,g,344,9.9,32.1,0,73
농축산물,돼지고기 췌장,육류,100,g,154,20.7,7.1,0,85
농축산물,돼지고기 허파,육류,100,g,85,14.08,2.72,0,153
농축산물,베이컨,육류,100,g,241,15.27,17.12,6.42,654
농축산물,소시지,육류,100,g,467,26.7,42,2.6,"1,700"
농축산물,비엔나 소시지,육류,100,g,251,15.27,16.91,9.36,732
농축산물,이탈리안 소시지,육류,100,g,290,13.9,24.26,2.97,563
농축산물,프랑크푸르트 소시지,육류,100,g,241,14.41,17.7,5.9,795
농축산물,햄,육류,100,g,121,20.66,3.34,1.97,759
농축산물,런천미트,육류,100,g,197,15.43,11.53,7.92,778
농축산물,슬라이스햄,육류,100,g,193,17.01,12.82,2.3,703
농축산물,돼지불고기,육류,100,g,128,14.1,6.9,2.4,330
농축산물,순대,육류,100,g,178,3.18,3.96,32.28,506
농축산물,포크커틀릿,육류,100,g,285,9.4,18.2,21,345
농축산물,말고기,육류,100,g,102,20.1,2.5,0.3,50
농축산물,메추리고기,육류,100,g,194,20.5,12.9,0.1,35
농축산물,멧돼지고기,육류,100,g,249,18.8,19.8,0.5,45
농축산물,소고기 목심,육류,100,g,268,16.98,21.31,0.97,67
농축산물,소고기 사태,육류,100,g,201,33.68,6.36,0,64
농축산물,소고기 갈비,육류,100,g,307,16.5,24.4,1.9,127
농축산물,소고기 등싱,육류,100,g,313,15.61,26.3,0,56
농축산물,소고기 양지,육류,100,g,253,18.58,18.59,0,55
농축산물,소고기 채끝,육류,100,g,126,17.1,5.6,0.2,63
농축산물,소고기 간,육류,100,g,135,20.36,3.63,3.89,69
농축산물,소고기 골,육류,100,g,123,9.3,8.2,1.7,154
농축산물,소고기 꼬리,육류,100,g,252,17.4,19,0,42
농축산물,선지,육류,100,g,51,10.1,0,2.2,598
농축산물,소고기 곱창,육류,100,g,145,9,11.3,0.1,45
농축산물,소고기 신장,육류,100,g,99,17.4,3.09,0.29,182
농축산물,소고기 심장,육류,100,g,112,17.72,3.94,0.14,98
농축산물,소고기 위,육류,100,g,61,9.9,2,0.1,33
농축산물,소고기 천엽,육류,100,g,57,11.7,1.3,0,50
농축산물,소고기 허파,육류,100,g,92,16.2,2.5,0,198
농축산물,소고기 혀,육류,100,g,191,13,14.5,0,87
농축산물,소고기 육포,육류,100,g,351,49,8.2,20.2,"2,180"
농축산물,소불고기,육류,100,g,133,11.5,7.8,4.3,396
농축산물,양지국물,육류,100,g,4,1,0,0,26
농축산물,우족국물,육류,100,g,2,0.3,0.1,0,14
농축산물,잡뼈국물,육류,100,g,28,4.3,1,0,61
농축산물,송아지고기 갈비,육류,100,g,162,18.86,9.01,0,89
농축산물,송아지고기 등심,육류,100,g,177,20.07,10.07,0.07,98
농축산물,송아지고기,육류,100,g,105,20.04,2.16,0,86
농축산물,송아지고기 어깨,육류,100,g,132,19.34,5.44,0,83
농축산물,송아지고기 채끝,육류,100,g,152,19.07,7.81,0,76
농축산물,송아지고기 간,육류,100,g,140,19.93,4.85,2.91,77
농축산물,송아지고기 끌,육류,100,g,118,10.32,8.21,0,127
농축산물,송아지고기 신장,육류,100,g,99,15.76,3.12,0.85,178
농축산물,송아지고기 심장,육류,100,g,110,17.18,3.98,0.08,77
농축산물,송아지고기 허파,육류,100,g,90,16.3,2.3,0,108
농축산물,송아지고기 혀,육류,100,g,131,17.18,5.48,1.91,82
농축산물,양다리,육류,100,g,205,18.8,15.3,0.1,37
농축산물,어린양갈비,육류,100,g,372,14.52,34.39,0,56
농축산물,어린양다리,육류,100,g,201,18.58,13.49,0,57
농축산물,어린양고기,육류,100,g,143,20.88,5.94,0,68
농축산물,어린양어깨,육류,100,g,264,16.58,21.45,0,61
농축산물,어린양간,육류,100,g,139,20.38,5.02,1.78,70
농축산물,염소고기,육류,100,g,181,19.88,10.31,0,70
농축산물,오리고기,육류,100,g,117,21,3.07,0,83
농축산물,자라고기,육류,100,g,175,16.4,13.4,0.5,69
농축산물,칠면조고기,육류,100,g,144,21.64,5.64,0.13,112
농축산물,토끼고기,육류,100,g,135,21.7,4.4,0.6,56
농축산물,거위알,난류,100,g,193,13.2,14.1,0.8,45
농축산물,기러기알,난류,100,g,193,12.3,13.9,2.4,143
농축산물,달걀,난류,100,g,136,12.91,8.25,0.79,139
농축산물,달걀프라이,난류,100,g,206,15.12,13.46,3.79,162
농축산물,수란,난류,100,g,145,12.3,11.7,0.2,110
농축산물,스크램블에그,난류,100,g,149,9.99,10.98,1.61,145
농축산물,유정란,난류,100,g,156,10.9,8.4,8.1,163
농축산물,메추리알,난류,100,g,146,12.8,9.02,1.66,137
농축산물,오리알,난류,100,g,171,13.11,11.32,2.03,136
농축산물,가라지,어패류 및 기타 수산물,100,g,78,14.8,1.3,0.7,
농축산물,가물치,어패류 및 기타 수산물,100,g,86,18.2,0.8,0.3,86
농축산물,가시망둑,어패류 및 기타 수산물,100,g,101,22.4,0.7,0,20
농축산물,가오리,어패류 및 기타 수산물,100,g,80,17.3,0.7,0,
농축산물,가자미,어패류 및 기타 수산물,100,g,129,22.1,3.7,0.3,230
농축산물,갈치,어패류 및 기타 수산물,100,g,149,18.5,7.5,0.1,100
농축산물,갈치젓,어패류 및 기타 수산물,100,g,176,8.6,3.2,28.2,
농축산물,강달이,어패류 및 기타 수산물,100,g,109,17,3.9,0.1,
농축산물,게르치,어패류 및 기타 수산물,100,g,158,20.8,7.5,0,85
농축산물,고등어,어패류 및 기타 수산물,100,g,183,20.2,10.4,0,75
농축산물,자반고등어,어패류 및 기타 수산물,100,g,258,18.99,16.14,6.36,340
농축산물,고등어 통조림,어패류 및 기타 수산물,100,g,103,15.6,4.46,0,305
농축산물,괴도라치,어패류 및 기타 수산물,100,g,74,17.2,0.1,,
농축산물,군평선이,어패류 및 기타 수산물,100,g,103,18.5,2.6,0.2,
농축산물,기름종개,어패류 및 기타 수산물,100,g,107,17.5,3.3,0.5,
농축산물,까나리,어패류 및 기타 수산물,100,g,114,16,4.8,0.3,120
농축산물,까나리액젓,어패류 및 기타 수산물,100,g,30,7.16,0.01,0.27,"8,783"
농축산물,꺽저기,어패류 및 기타 수산물,100,g,92,19.5,1,0.1,
농축산물,꼬치고기,어패류 및 기타 수산물,100,g,97,20.5,0.8,0.7,
농축산물,꼼치,어패류 및 기타 수산물,100,g,70,16.4,0.1,0,
농축산물,꽁치,어패류 및 기타 수산물,100,g,142,22.7,4.7,0.4,80
농축산물,과메기,어패류 및 기타 수산물,100,g,421,32.1,29.9,0.9,
농축산물,꽁치 통조림,어패류 및 기타 수산물,100,g,113,13.12,6.76,0,262
농축산물,날치,어패류 및 기타 수산물,100,g,99,22.2,0.5,0.1,
농축산물,날치알,어패류 및 기타 수산물,100,g,94,10.2,2.2,8.3,"1,305"
농축산물,납지리,어패류 및 기타 수산물,100,g,86,17.5,1.2,0.1,
농축산물,광어,어패류 및 기타 수산물,100,g,125,22.36,3.28,0,49
농축산물,네동가리,어패류 및 기타 수산물,100,g,82,19.2,0.1,0.1,
농축산물,노랑촉수,어패류 및 기타 수산물,100,g,248,7.1,19.5,8.3,
농축산물,노래미,어패류 및 기타 수산물,100,g,89,17.5,1.3,0.8,
농축산물,놀래기,어패류 및 기타 수산물,100,g,107,19.2,2.8,0,
농축산물,농어,어패류 및 기타 수산물,100,g,96,18.2,1.9,0.2,108
농축산물,누치,어패류 및 기타 수산물,100,g,105,17.3,3,0.8,
농축산물,눈볼대,어패류 및 기타 수산물,100,g,144,22.3,5.3,0,
농축산물,눈퉁멸,어패류 및 기타 수산물,100,g,138,18.5,6.2,0.4,
농축산물,능성어,어패류 및 기타 수산물,100,g,93,18.8,1.3,0.3,
농축산물,다금바리,어패류 및 기타 수산물,100,g,100,19.3,1.9,0.1,102
농축산물,가다랑어,어패류 및 기타 수산물,100,g,127,25.9,1.8,0.3,44
농축산물,가다랑어 육수,어패류 및 기타 수산물,100,g,2,0.4,0,0,21
농축산물,가다랑어 통조림,어패류 및 기타 수산물,100,g,185,22.31,10.6,0,157
농축산물,참다랑어,어패류 및 기타 수산물,100,g,177,23.99,8.09,0,62
농축산물,참다랑어 샐러드,어패류 및 기타 수산물,100,g,187,16.04,9.26,9.41,402
농축산물,달강어,어패류 및 기타 수산물,100,g,121,19.7,4,0.1,
농축산물,달고기,어패류 및 기타 수산물,100,g,97,19.1,1.4,0.7,
농축산물,대구,어패류 및 기타 수산물,100,g,86,19.5,0.3,0.3,
농축산물,대구포,어패류 및 기타 수산물,100,g,312,65.4,3,1.8,967
농축산물,대구 튀김,어패류 및 기타 수산물,100,g,106,13.7,0.8,11.1,221
농축산물,대구 알,어패류 및 기타 수산물,100,g,109,23.4,1.6,0.2,
농축산물,대구젓,어패류 및 기타 수산물,100,g,62,14.7,0.4,0,"2,562"
농축산물,도다리,어패류 및 기타 수산물,100,g,78,17.6,0.2,0.5,
농축산물,도도바리,어패류 및 기타 수산물,100,g,95,19.4,1.2,0.5,
농축산물,도루묵,어패류 및 기타 수산물,100,g,113,16,4.6,0.5,
농축산물,도치,어패류 및 기타 수산물,100,g,62,7.2,3,0.9,
농축산물,독가시치,어패류 및 기타 수산물,100,g,97,20.3,1.2,0,
농축산물,각시돔,어패류 및 기타 수산물,100,g,90,20.1,0.6,0,
농축산물,감성돔,어패류 및 기타 수산물,100,g,101,18.8,2.3,0.1,
농축산물,강담돔,어패류 및 기타 수산물,100,g,93,18.9,1.4,0,
농축산물,구갈돔,어패류 및 기타 수산물,100,g,89,20.4,0.3,0,
농축산물,금눈돔,어패류 및 기타 수산물,100,g,122,18.5,4.5,0.3,
농축산물,꼽새돔,어패류 및 기타 수산물,100,g,102,19,2.3,0.1,
농축산물,도화돔,어패류 및 기타 수산물,100,g,130,21.3,4.3,0,
농축산물,독돔,어패류 및 기타 수산물,100,g,97,20.8,0.9,0.2,
농축산물,돌돔,어패류 및 기타 수산물,100,g,86,17.8,1,0.4,
농축산물,백미돔,어패류 및 기타 수산물,100,g,102,21,1.2,0.4,
농축산물,범돔,어패류 및 기타 수산물,100,g,94,19.5,1.1,0.4,
농축산물,벵에돔,어패류 및 기타 수산물,100,g,98,20.2,1.4,0,
농축산물,뿔돔,어패류 및 기타 수산물,100,g,97,18,2.2,0,
농축산물,샛돔,어패류 및 기타 수산물,100,g,121,16.3,5.5,0.2,
농축산물,실꼬리돔,어패류 및 기타 수산물,100,g,107,19.8,2.5,0.1,
농축산물,실붉돔,어패류 및 기타 수산물,100,g,101,17.8,2.7,0,
농축산물,어름돔,어패류 및 기타 수산물,100,g,94,19.5,1.2,0,
농축산물,옥돔,어패류 및 기타 수산물,100,g,104,19.5,2.3,0,
농축산물,육동가리돔,어패류 및 기타 수산물,100,g,103,18.6,2.6,0,
농축산물,자리돔,어패류 및 기타 수산물,100,g,88,19.5,0.4,0.4,
농축산물,참돔,어패류 및 기타 수산물,100,g,82,18.4,0.1,0.8,
농축산물,호박돔,어패류 및 기타 수산물,100,g,90,20.3,0.5,0,
농축산물,혹돔,어패류 및 기타 수산물,100,g,96,18.5,1.7,0.4,
농축산물,황돔,어패류 및 기타 수산물,100,g,102,20.2,1.7,0.3,
농축산물,황줄돔,어패류 및 기타 수산물,100,g,97,19.3,1.6,0,
농축산물,동사리,어패류 및 기타 수산물,100,g,81,16.9,1,0,
농축산물,빠가사리,어패류 및 기타 수산물,100,g,81,15.7,1.6,0,
농축산물,둑중개,어패류 및 기타 수산물,100,g,104,15,4.2,0.2,260
농축산물,드렁허리,어패류 및 기타 수산물,100,g,92,17.9,1.7,0,
농축산물,등가시치,어패류 및 기타 수산물,100,g,79,18.5,0.1,,
농축산물,만새기,어패류 및 기타 수산물,100,g,100,21.3,1.9,0,50
농축산물,망둑어,어패류 및 기타 수산물,100,g,77,16.4,0.7,0.3,
농축산물,매퉁이,어패류 및 기타 수산물,100,g,93,20.8,0.5,0.1,
농축산물,메기,어패류 및 기타 수산물,100,g,114,15.1,5.3,0.1,46
농축산물,멸치,어패류 및 기타 수산물,100,g,127,17.7,5.4,0.3,
농축산물,대멸치,어패류 및 기타 수산물,100,g,302,59.31,5.45,0,"2,180"
